"Word","ReadingFurigana","ReadingKana","Occurences","ReadingFrequency","PitchPositions","Definitions","ExampleSentence","JmDictWordId"
"そうなんですか","そうなんですか","そうなんですか","2","2258","","is that so?","","2425480"
"毎日","毎[まい]日[にち]","まいにち","2","562","1,0","every day,daily","","1524720"
"内容","内[ない]容[よう]","ないよう","2","1145","0","contents,content,substance,matter,detail,import","","1459400"
"戦","戦[いくさ]","いくさ","2","3859","3,0","war,battle,campaign,fight,troops,forces","","1587140"
"派","派[は]","は","2","2685","1","group,faction,clique,coterie,(political) faction,wing,camp,school (of thought, painting, etc.),sect,denomination","","1471120"
"金","金[かね]","かね","2","754","0","money,metal","","1242590"
"親","親[おや]","おや","2","671","2","parent,parents,mother and father,dealer,banker,founder,inventor,(pet) owner,key,parent (organization),main,ancestor,forefather","","1365040"
"向ける","向[む]ける","むける","2","888","0","to turn (towards),to face,to point,to aim,to direct to,to head to,to go towards,to allot,to allocate,to send,to dispatch (e.g. a person),to aim for,to pursue","","1277100"
"お喜び","お喜[よろこ]び","およろこび","2","20097","","happy event,cause for celebration,congratulations","","2849406"
"無論","無[む]論[ろん]","むろん","2","4974","0","of course,certainly,naturally","","1531080"
"わかりやすい","わかりやすい","わかりやすい","2","4654","5","easy-to-understand","","1606550"
"雇う","雇[やと]う","やとう","2","2829","2","to employ,to hire,to take on,to charter (a car, boat, etc.),to hire","","1605570"
"答える","答[こた]える","こたえる","2","586","3,2","to answer,to reply","","1449540"
"半殺し","半[はん]殺[ごろ]し","はんごろし","2","23167","0,5","half killed","","1479330"
"縁談","縁[えん]談[だん]","えんだん","2","18085","0","marriage proposal,marriage talks","","1177650"
"させていただく","させていただく","させていただく","2","3754","","to have the privilege of doing","","2270620"
"なくても","なくても","なくても","2","2171","","even if not,even without","","2527030"
"朝霧","朝[あさ]霧[ぎり]","あさぎり","2","52462","2","morning fog,morning mist","","1428540"
"しまう","しまう","しまう","2","1763","0","to finish,to stop,to end,to put an end to,to bring to a close,to close (a business, etc.),to close down,to shut down,to shut up,to put away,to put back,to keep,to store,to do completely,to finish,to do accidentally,to do without meaning to,to happen to do,to end up ...","","1305380"
"信頼","信[しん]頼[らい]","しんらい","2","1691","0","trust (in),confidence,faith,reliance","","1359730"
"全","全[ぜん]","ぜん","2","1563","1","all,whole,entire,complete,total,pan-,complete (set),in total","","1394770"
"看板娘","看[かん]板[ばん]娘[むすめ]","かんばんむすめ","2","27532","5","pretty girl who attracts customers to come inside a shop","","1214020"
"何だ","何[なん]だ","なんだ","2","895","1","what!,oh,what the heck,what the,damn","","2119750"
"正義","正[せい]義[ぎ]","せいぎ","2","2923","1","justice,right,righteousness,correct meaning,correct explanation","","1376910"
"すまない","すまない","すまない","2","1892","2","inexcusable,unjustifiable,unpardonable,sorry,remorseful,apologetic,conscience-stricken,contrite,excuse me,(I'm) sorry,thank you","","1610020"
"これ以上","これ以[い]上[じょう]","これいじょう","2","570","","any more,anymore,any further,any better,any longer","","2841921"
"ありがとうございました","ありがとうございました","ありがとうございました","2","635","","thank you","","2845468"
"だからこそ","だからこそ","だからこそ","2","1284","","for this very reason,that is exactly why","","2008870"
"変装","変[へん]装[そう]","へんそう","2","7428","0","disguise,masquerade","","1511280"
"化","化[か]","か","2","2347","1","change to ...,becoming ...,making into ...,-ization,-ification","","2056760"
"にくい","にくい","にくい","2","2077","0","difficult to ...,hard to ...","","2772730"
"て","て","て","2","451","","you said,he said,she said,they said,even if,do you seriously think that,I already told you,you should know by now that,of course,the said ...,said ...,says that ...,I hear that ...,as for the term ...,as for ...","","2086960"
"超える","超[こ]える","こえる","2","1164","0","to cross over,to cross,to pass through,to pass over (out of),to go beyond,to go past,to exceed,to surpass,to be more (than)","","1593070"
"やはり","やはり","やはり","2","620","2","as expected,sure enough,just as one thought,after all (is said and done),in the end,as one would expect,in any case,too,also,as well,likewise,(not) either,still,as before,all the same,even so,still,nonetheless","","2772770"
"追いかける","追[お]いかける","おいかける","2","1391","4","to chase,to run after,to pursue,subsequently,following that,(and) then","","1608720"
"かわいそう","かわいそう","かわいそう","2","1624","4","poor,pitiable,pathetic,pitiful","","1590740"
"やった","やった","やった","2","4159","3","was,were","","2845747"
"正解","正[せい]解[かい]","せいかい","2","1523","0","correct answer,right solution,correct interpretation,right decision,right choice,appropriate judgement","","1376740"
"行動","行[こう]動[どう]","こうどう","2","829","0","action,conduct,behaviour,behavior,mobilization,mobilisation","","1282100"
"どうぞ","どうぞ","どうぞ","2","274","1","please,kindly,pray,I beg (of you),by all means,certainly,of course,(go) ahead,(feel) free (to),(you are) welcome (to),please (help yourself to),here you are,to give","","1189130"
"売り上げ","売[う]り上[あ]げ","うりあげ","2","7441","0","amount sold,sales,proceeds,takings,turnover","","1588500"
"伸ばす","伸[の]ばす","のばす","2","2031","2","to grow long (e.g. hair, nails),to lengthen,to extend,to stretch,to reach out,to hold out,to straighten,to smooth out,to spread evenly (dough, cream, etc.),to dilute,to thin out,to postpone,to prolong,to strengthen,to develop,to expand","","1600290"
"お店","お店[みせ]","おみせ","2","1247","0","store,shop,establishment,restaurant","","2842661"
"泊まる","泊[と]まる","とまる","2","1831","0","to stay at (e.g. hotel),to be docked,to be berthed,to be moored","","1474850"
"宿代","宿[やど]代[だい]","やどだい","2","33428","","accommodation fees,hotel charges,room charges","","2121850"
"巣穴","巣[す]穴[あな]","すあな","2","31323","0","nesting hole,burrow,den","","2549390"
"縄張り","縄[なわ]張[ば]り","なわばり","2","11930","0,4","stretching a rope around,roping off,cordoning off,demarcation,one's turf,domain,territory,jurisdiction,sphere of influence,territory (of an animal)","","1599710"
"指す","指[さ]す","さす","2","3822","1","to point,to nominate,to select someone,to specify some person,to identify,to indicate,to point out,to play (a game of shogi),to move (a piece),to extend one's arm straight ahead (in dance)","","1309670"
"誰も","誰[だれ]も","だれも","2","332","0,1","everyone,anyone,no one,nobody","","1416860"
"厄介","厄[やっ]介[かい]","やっかい","2","3185","1","trouble,burden,nuisance,bother,worry,care,dependence,support,kindness,obligation,staying (with a person)","","1537820"
"子牛","子[こ]牛[うし]","こうし","2","50179","0","calf,small cow","","1592980"
"別","別[べつ]","べつ","2","489","0","distinction,difference,discrimination,separate,different,another,extra,exception,exclusion,classified by,ranked by,according to","","1509430"
"たり","たり","たり","2","1584","","-ing and -ing (e.g. ""coming and going""),doing such things as ...,expresses a command,to be,indicates completion or continuation of an action","","2029060"
"射程","射[しゃ]程[てい]","しゃてい","2","13049","0","range (of a rifle, missile, etc.)","","1322280"
"開始","開[かい]始[し]","かいし","2","1452","0","start,commencement,beginning,initiation","","1202760"
"八つ裂き","八[や]つ裂[ざ]き","やつざき","2","20289","0","tearing limb from limb,tearing apart,cutting (a person) to pieces","","1476620"
"大空","大[おお]空[ぞら]","おおぞら","2","15568","3","wide open sky,the blue,heavens,firmament","","1413510"
"これほど","これほど","これほど","2","4750","0","so,so much,this much","","1288800"
"洗浄","洗[せん]浄[じょう]","せんじょう","2","21003","0","washing,cleansing,cleaning,laundering,cleansing (one's mind and body)","","1390970"
"ええ","ええ","ええ","2","169","1,2,0","yes,that is correct,right,um,errr,well,huh?,grrr,gah,must I?,good","","1001140"
"いやー","いやー","いやー","2","1102","2,1","oh,oh my,oh dear,wow,well, ...,er ...,why, ...","","2830360"
"胃","胃[い]","い","2","4230","0","stomach,Chinese ""stomach"" constellation (one of the 28 mansions)","","1158500"
"音","音[おと]","おと","2","417","2","sound,noise,(musical) note,fame","","1576900"
"ただ者","ただ者[もの]","ただもの","2","19250","0","ordinary person","","1597000"
"飼い主","飼[か]い主[ぬし]","かいぬし","2","8519","1,2","(pet) owner,keeper","","1589720"
"頃","頃[ころ]","ころ","2","738","1","(approximate) time,around,about,toward,suitable time (or condition),time of year,season","","1579080"
"拾う","拾[ひろ]う","ひろう","2","1198","0","to pick up,to gather,to find (and pick up; something someone has dropped),to select,to choose,to pick out,to get (unexpectedly),to hit upon (luck, an opportunity, etc.),to snatch (an unexpected victory),to pull off,to pick up (someone; in a car, etc.),to flag down (a taxi),to hail,to pick up (a signal, sound, interference, etc.),to (just manage to) return (the ball),to return (a difficult shot),to take on (someone in adverse circumstances),to employ,to give a job,to take in,to walk,to go on foot","","1332570"
"彼","彼[かれ]","かれ","2","304","1","he,him,boyfriend","","1483070"
"涙","涙[なみだ]","なみだ","2","1231","1","tear,tears,lachrymal secretion,sympathy","","1555930"
"名前をつける","名[な]前[まえ]をつける","なまえをつける","2","13574","","to name","","2182580"
"口","口[くち]","くち","2","409","0","mouth,opening,hole,gap,orifice,mouth (of a bottle),spout,nozzle,mouthpiece,gate,door,entrance,exit,speaking,speech,talk (i.e. gossip),taste,palate,mouth (to feed),opening (i.e. vacancy),available position,invitation,summons,kind,sort,type,opening (i.e. beginning),counter for mouthfuls, shares (of money) and stove burners,counter for swords, blades, etc.","","1275640"
"一見","一[いっ]見[けん]","いっけん","2","3666","0,2","look,glimpse,glance,apparently,seemingly,at first glance,on the face of it,first meeting","","1162170"
"正式","正[せい]式[しき]","せいしき","2","2427","0","formal,official,regular,proper,legal,due (formalities)","","1377290"
"捕獲","捕[ほ]獲[かく]","ほかく","2","8464","0","capture,seizure","","1514160"
"あだ名","あだ名[な]","あだな","2","6663","0","nickname","","1586450"
"にも","にも","にも","2","1888","","also,too,not ... either,as well,even,(it's not possible) no matter what,although one might wish otherwise","","1009610"
"宮廷","宮[きゅう]廷[てい]","きゅうてい","2","20566","0","imperial court,royal court","","1228460"
"報告","報[ほう]告[こく]","ほうこく","2","846","0","report,information","","1515670"
"価格","価[か]格[かく]","かかく","2","9697","0,1","price,value,cost","","1189500"
"山","山[やま]","やま","2","926","2","mountain,hill,mine,(mountain) forest,heap,pile,stack,mountain,protruding or high part of an object,crown (of a hat),thread (of a screw),tread (of a tire),climax,peak,critical point,guess,speculation,gamble,(criminal) case,crime,mountain climbing,mountaineering,festival float (esp. one mounted with a decorative halberd),deck (from which players draw cards),draw pile,stock,wall,wall tile,wild","","1302680"
"おめでとう","おめでとう","おめでとう","2","1416","0","congratulations!,well done!,best wishes!,all the best!","","1270700"
"そのとき","そのとき","そのとき","2","1795","3,4","at that time,at that moment,then,on that occasion","","2002300"
"鼻の頭","鼻[はな]の頭[あたま]","はなのあたま","2","23178","","tip of one's nose","","2729770"
"大笑い","大[おお]笑[わら]い","おおわらい","2","13701","3","great laughter,burst of laughter","","1414120"
"元気","元[げん]気[き]","げんき","2","339","1","lively,full of spirit,energetic,vigorous,vital,spirited,healthy,well,fit,in good health","","1260720"
"気に入る","気[き]に入[い]る","きにいる","2","816","0","to like,to be pleased with,to be delighted with,to take a liking to,to suit one's fancy","","1221740"
"ともかく","ともかく","ともかく","2","1801","1","anyhow,anyway,somehow or other,generally speaking,in any case,be that as it may,apart from ...,setting ... aside","","1444010"
"大喜び","大[おお]喜[よろこ]び","おおよろこび","2","8349","3","great joy,delight,jubilation","","1413310"
"盛り上がる","盛[も]り上[あ]がる","もりあがる","2","1915","4,0","to swell,to rise,to bulge,to be piled up,to rouse,to get excited","","1379690"
"さてさて","さてさて","さてさて","2","12774","1","well!,huh,my, my","","1005240"
"野暮用","野[や]暮[ぼ]用[よう]","やぼよう","2","26653","0","minor business","","1712110"
"だの","だの","だの","2","3891","","and,or,and the like,and so forth,and what not","","1632100"
"食事","食[しょく]事[じ]","しょくじ","2","945","0","meal (e.g. lunch, dinner),diet","","1358490"
"のけ者にする","のけ者[もの]にする","のけものにする","2","34878","","to exclude (someone),to shun,to ignore,to leave out,to ostracize","","2065110"
"がた","がた","がた","2","16555","2","type,style,model,pattern,mold,mould,model,pattern,template,impression,kata (set sequence of positions and movements in martial arts),style (in kabuki, noh, etc.),form,convention,tradition,(standard) form,formula,usage,(set) size,inches (in sizes of displays, disks, image sensors, etc.),(taxonomical) form","","1250090"
"測る","測[はか]る","はかる","2","5224","2","to measure,to weigh,to survey,to time (sound, gauge, estimate),to conjecture,to infer,to surmise","","1600650"
"絵日記","絵[え]日[にっ]記[き]","えにっき","2","53401","2","illustrated diary,picture diary","","1202340"
"どうしよう","どうしよう","どうしよう","2","694","","what to do","","2089660"
"跳ぶ","跳[と]ぶ","とぶ","2","7655","0","to fly,to soar,to jump,to leap,to spring,to bound,to hop,to spatter,to scatter,to splash,to fly (e.g. of sparks),to hurry,to rush,to flee,to run off,to escape,to disappear,to vanish,to fade,to thin out,to break off,to come off,to fall off,to blow (of a fuse),to be sent out (of an order),to fly (of false rumours, catcalls, etc.),to come flying (of a punch, kick, etc.),to be missing (of a page, stitch, etc.),to skip,to jump (e.g. of a conversation)","","1429700"
"いい天気","いい天[てん]気[き]","いいてんき","2","6540","","fine weather,fair weather","","1914340"
"悪口","悪[わる]口[ぐち]","わるぐち","2","5371","3,0","(verbal) abuse,speaking ill of people,bad-mouthing,name-calling,slander,abusive language,insulting remarks","","1575730"
"説得","説[せっ]得[とく]","せっとく","2","2136","0","persuasion","","1386440"
"どれほど","どれほど","どれほど","2","3197","0,1","how much,how many,no matter how (much),however,(not) many,(not) much,almost (none),hardly,barely","","1577160"
"真っ白","真[ま]っ白[しろ]","まっしろ","2","3486","3","pure white,blank (e.g. mind, paper)","","1580620"
"っつ","っつ","っつ","2","5105","","called,known as,that,to say","","2798260"
"無視","無[む]視[し]","むし","2","1199","1","disregarding,ignoring","","1530020"
"現実逃避","現[げん]実[じつ]逃[とう]避[ひ]","げんじつとうひ","2","13346","5","escape from reality,escapism,ostrichism","","2273960"
"不安","不[ふ]安[あん]","ふあん","2","778","0","anxiety,uneasiness,worry,apprehension,fear,insecurity,suspense","","1491150"
"乾杯","乾[かん]杯[ぱい]","かんぱい","2","2838","0","cheers,bottoms-up,prosit,toast,drink (in honor or celebration of someone or something),drinking one's glass dry","","1590950"
"料理","料[りょう]理[り]","りょうり","2","934","1","cooking,cookery,cuisine,food,dish,dealing with (skillfully),handling (well),managing","","1554310"
"おす","おす","おす","2","11434","0","to push,to thrust,to shove,to press (down),to push (e.g. a button),to exert pressure on,to stamp (e.g. one's name),to affix (a seal),to affix (e.g. gold leaf),to push (someone for something),to press,to put pressure on (someone),to overwhelm,to overpower,to put (someone) under pressure,to be superior to,to push ahead (with a policy, plan, etc.),to proceed,to stick to,to do ... in spite of ...,to defy,to brave,to push aside,to make sure,to fall behind schedule,to push,to extend one's stones forward by pushing against opponent's stones","","1180470"
"おかえりなさい","おかえりなさい","おかえりなさい","2","3536","6","welcome home","","1001740"
"いくらなんでも","いくらなんでも","いくらなんでも","2","4511","","no matter how you put it,whatever the circumstances may be,say what you like,no matter how you look at it","","2056860"
"期待","期[き]待[たい]","きたい","2","718","0","expectation,anticipation,hope,promising,rising,up-and-coming","","1220570"
"銀貨","銀[ぎん]貨[か]","ぎんか","2","28034","1","silver coin","","1243450"
"抑","抑[そもそも]","そもそも","2","40589","1","in the first place,to begin with,from the start,originally,ab initio,after all,anyway,actually,well, ...,... on earth (e.g. ""what on earth?""),... in the world (e.g. ""why in the world?""),beginning,start","","1006950"
"いなくなる","いなくなる","いなくなる","2","847","","to disappear (of people or animals),to go (away),to leave,to no longer exist","","2147610"
"抜ける","抜[ぬ]ける","ぬける","2","927","0","to come out,to fall out,to be omitted,to be missing,to escape,to come loose,to fade,to discolour,to wear a hole (e.g. clothes),to leave (e.g. a meeting),to be clear,to be transparent (e.g. of the sky),to be absentminded,to be careless,to be inattentive,to be foolish,to exit (a program loop),to go through,to pass through,to give way,to collapse,to finish a round with more than 88 points (not counting points gained from scoring combinations)","","1478200"
"事故","事[じ]故[こ]","じこ","2","1443","1","accident,incident,trouble,circumstances,reasons","","1313850"
"様子","様[よう]子[す]","ようす","2","554","0","state (of affairs),situation,circumstances,appearance,look(s),air,manner,behaviour,demeanor,sign,indication","","1545820"
"見かける","見[み]かける","みかける","2","1676","0,3","to (happen to) see,to notice,to catch sight of","","1604430"
"中型","中[ちゅう]型[がた]","ちゅうがた","2","33785","0","medium size","","1424010"
"奥","奥[おく]","おく","2","782","1","inner part,interior,back (of a drawer, one's throat, etc.),depths (e.g. of a forest),recesses (e.g. of a cave),heart,end (of a road, garden, etc.),living quarters (at the back of a house),inner room,recesses (of one's mind),bottom (of one's heart),behind (someone's words),mysteries (of an art)","","1179320"
"による","による","による","2","824","","by means of,due to,because of,according to","","1009660"
"大規模","大[だい]規[き]模[ぼ]","だいきぼ","2","6065","3","large-scale","","1413350"
"身体的","身[しん]体[たい]的[てき]","しんたいてき","2","18088","0","physical,bodily","","2859361"
"負担","負[ふ]担[たん]","ふたん","2","3161","0","burden,load,responsibility,bearing (a cost, responsibility, etc.),shouldering","","1498130"
"１本","１[いっ]本[ぽん]","いっぽん","2","3084","1,0","one long cylindrical thing,one film, TV show, etc.,one goal, home run, etc.,one telephone call,one version,one book,a certain book,ippon,one point,a blow,geisha,single-minded focus on ...","","1166600"
"おそらく","おそらく","おそらく","2","2002","2","probably,(most) likely,in all likelihood,I suspect,I dare say,I'm afraid","","1236650"
"調子に乗る","調[ちょう]子[し]に乗[の]る","ちょうしにのる","2","3044","","to get carried away,to get overly elated,to become over-excited,to be caught up in the moment,to get cocky,to get up to speed,to move into gear","","1429180"
"情報","情[じょう]報[ほう]","じょうほう","2","657","0","information,news,report,intelligence,information (data contained in characters, signals, code, etc.),informatics (as a subject)","","1356370"
"王宮","王[おう]宮[きゅう]","おうきゅう","2","18050","0","royal palace","","1181460"
"大昔","大[おお]昔[むかし]","おおむかし","2","9379","3","ancient times,prehistoric times,the distant past,a very long time ago","","1414330"
"含める","含[ふく]める","ふくめる","2","1877","3","to include (in a group or scope),to instruct,to make one understand,to include (a nuance),to put in (an implication),to put in (someone's) mouth,to permeate with flavor","","1216890"
"はるか","はるか","はるか","2","3774","1","far away,far off,far,distant,in the distance,long ago,long before","","1546930"
"いちめん","いちめん","いちめん","2","69845","0,2","one face,one surface,the whole surface,one aspect,one side,(on) the other hand,one broad, flat object,front page (e.g. newspaper)","","1166870"
"何者か","何[なに]者[もの]か","なにものか","2","3244","","someone","","1188990"
"極大","極[きょく]大[だい]","きょくだい","2","33652","0","maximum,local maximum","","1240370"
"火炎","火[か]炎[えん]","かえん","2","19919","0","flame,blaze","","1589790"
"寝る","寝[ね]る","ねる","2","323","0","to sleep (lying down),to go to bed,to lie in bed,to lie down,to sleep (with someone, i.e. have intercourse),to lie flat (e.g. of hair),to lie idle (of funds, stock, etc.),to ferment (of soy sauce, miso, etc.)","","1360010"
"まくる","まくる","まくる","2","1966","0","to turn up,to roll up (e.g. sleeves),to do over and over again,to do relentlessly,to do with reckless abandon,to do continuously,to stage a comeback (against) (in mahjong, horse racing, etc.),to come from behind","","1257800"
"そん","そん","そん","2","1829","1","loss,damage,harm,unprofitable,disadvantage,handicap,drawback,unfavorable","","1406660"
"うまい","うまい","うまい","2","397","2","skillful,skilful,skilled,good,expert,clever (expression, trick, etc.),apt,appropriate,delicious,tasty,good,nice,good (deal, idea, etc.),profitable,promising,lucky,fortunate,successful,satisfactory,splendid","","1310460"
"軽い","軽[かる]い","かるい","2","843","0","light (i.e. not heavy),feeling light (i.e. offering little resistance, moving easily),light (i.e. of foot),effortless,nimble,agile,non-serious,minor,unimportant,trivial,slight,small,gentle,soft,easy,lighthearted (e.g. joke),easy,simple,indiscriminate","","1252560"
"下等生物","下[か]等[とう]生[せい]物[ぶつ]","かとうせいぶつ","2","44723","","lower life form,lower organisms","","2860406"
"突然","突[とつ]然[ぜん]","とつぜん","2","607","0","abrupt,sudden,unexpected","","1457040"
"必死","必[ひっ]死[し]","ひっし","2","908","0","frantic,frenetic,desperate,inevitable death,brinkmate (inevitable checkmate)","","1601890"
"ちょっとした","ちょっとした","ちょっとした","2","2070","1,0","slight,minor,trifling,trivial,petty,considerable,proper,decent,respectable,quite (a)","","2008930"
"さまざま","さまざま","さまざま","2","4720","2,3","various,varied,diverse,all sorts of","","1593830"
"少女","少[しょう]女[じょ]","しょうじょ","2","1485","1","girl (usu. between 7 and 17),young lady,female between 17 and 20 years old (ritsuryō period)","","1580290"
"頂点","頂[ちょう]点[てん]","ちょうてん","2","5100","1","vertex,apex,top (e.g. of a mountain),summit,peak,top (of a profession, field, etc.),summit,peak (of popularity, a boom, etc.),height (e.g. of prosperity),apex,zenith,climax","","1430240"
"幼い","幼[おさな]い","おさない","2","2661","4","very young,little,childish,immature","","1545110"
"最弱","最[さい]弱[じゃく]","さいじゃく","2","26922","","weakest","","2607540"
"平均","平[へい]均[きん]","へいきん","2","8169","0","average,mean,balance,equilibrium","","1583870"
"得る","得[え]る","える","2","882","1","to get,to earn,to acquire,to procure,to gain,to secure,to attain,to obtain,to win,to understand,to comprehend,to receive something undesirable (e.g. a punishment),to get (ill),to be able to ..., can ...","","1588760"
"甘やかす","甘[あま]やかす","あまやかす","2","5310","4,0","to pamper,to spoil","","1213470"
"成長期","成[せい]長[ちょう]期[き]","せいちょうき","2","19877","3","growth period,growing season","","1939990"
"なでる","なでる","なでる","2","8586","2","to stroke,to caress,to brush gently,to pat,to rub,to comb (hair),to smooth down","","1498290"
"やらかす","やらかす","やらかす","2","4857","0,3","to do (something negative),to make (a blunder),to commit (an error),to screw up,to eat (up),to drink","","2009980"
"答え","答[こた]え","こたえ","2","1001","2,3","answer,reply,response,answer,solution,result","","1449530"
"その分","その分[ぶん]","そのぶん","2","3300","3","to that extent,accordingly,that being the case,because of that,this means that ...,respectively,conversely,that state,that condition","","2215290"
"しま","しま","しま","2","6020","2","island,one's territory (of a sex worker, organized crime gang, etc.),one's turf","","1446760"
"自己紹介","自[じ]己[こ]紹[しょう]介[かい]","じこしょうかい","2","3815","3","self-introduction","","1317650"
"剣士","剣[けん]士[し]","けんし","2","12818","1","swordsman,swordswoman,fencer","","1256850"
"愛でる","愛[め]でる","めでる","2","12147","2","to love,to cherish,to admire,to appreciate","","1150480"
"商家","商[しょう]家[か]","しょうか","2","37026","1","merchant,store,shop,merchant house,merchant family","","1346610"
"してい","してい","してい","2","1343","0","designation,specification,assignment,appointment,pointing at","","1309910"
"幼女","幼[よう]女[じょ]","ようじょ","2","18867","1","little girl","","1545210"
"邪魔","邪[じゃ]魔[ま]","じゃま","2","508","0","hindrance,obstacle,nuisance,disturbance,interruption,interference,to visit (someone's home),demon who hinders Buddhist training,demon who obstructs sentient beings from maintaining moral behaviour","","1323500"
"誰にも","誰[だれ]にも","だれにも","2","811","","to anyone,to everyone,by anyone,by everyone,in everyone,in anyone","","2038160"
"野望","野[や]望[ぼう]","やぼう","2","8964","0","ambition,aspiration","","1537650"
"でない","でない","でない","2","7399","","is not,am not,are not","","2823760"
"職業","職[しょく]業[ぎょう]","しょくぎょう","2","4229","2","occupation,profession,job,vocation,trade,calling,business","","1357510"
"余計","余[よ]計[けい]","よけい","2","760","0","extra,more,too much,too many,excessive,superfluous,spare,surplus,unnecessary,needless,uncalled-for,unwanted,uninvited,all the more,even more","","1544090"
"新米","新[しん]米[まい]","しんまい","2","14129","0","new rice,first rice crop of the year,novice,beginner,newcomer,new hand","","1362410"
"到底","到[とう]底[てい]","とうてい","2","4447","0","(cannot) possibly,(not) by any means,(not) at all,utterly,absolutely","","1449880"
"疑う","疑[うたが]う","うたがう","2","1186","0","to doubt,to distrust,to be suspicious of,to suspect","","1225510"
"暴く","暴[あば]く","あばく","2","5047","2","to disclose,to divulge,to expose,to open (a grave),to dig out","","1519330"
"逃げ切る","逃[に]げ切[き]る","にげきる","2","7898","3,0","to make good one's escape,to get away,to outrun,to hold on (and win),to win narrowly","","1850600"
"学ぶ","学[まな]ぶ","まなぶ","2","1789","0,2","to learn,to study,to take lessons in","","1206530"
"間","間[かん]","かん","2","2579","0","interval,period of time,among,between,inter-,good opportunity,chance,estrangement,discord,alienation,spy,secret agent","","2067900"
"くれてやる","くれてやる","くれてやる","2","9239","0","to give,to do (something) for","","1269120"
"すげぇ","すげぇ","すげぇ","2","6203","2","incredible,unbelievable,terrific,impressive","","2722660"
"惜しい","惜[お]しい","おしい","2","2144","2","regrettable,disappointing,unfortunate,precious,dear,valuable,too good for,deserving better,almost (but not quite),close (but no cigar)","","1382280"
"腕","腕[うで]","うで","2","676","1,0","arm,ability,skill,talent,competence,(physical) strength","","1562850"
"番目","番[ばん]目[め]","ばんめ","2","5129","4,0","the nth ...,divisions of a kabuki performance","","1482410"
"爆薬","爆[ばく]薬[やく]","ばくやく","2","21918","0","explosive,blasting powder","","1475980"
"猛る","猛[たけ]る","たける","2","21109","2","to rage,to be fierce,to be excited","","2013380"
"現役","現[げん]役[えき]","げんえき","2","6721","0","active duty,active service,student taking (university) entrance exams while still enrolled in school,student who passed their university entrance exams on the first try","","1263890"
"収束","収[しゅう]束[そく]","しゅうそく","2","11207","0","conclusion,resolution,settling (e.g. of a dispute),returning to normal,gathering and bundling,convergence,focusing (of light),convergence","","1330750"
"問答無用","問[もん]答[どう]無[む]用[よう]","もんどうむよう","2","7683","3,5","there being no use in arguing (about it),not up for discussion","","1536070"
"中には","中[なか]には","なかには","2","1779","","among (them),of (them)","","1423320"
"子たち","子[こ]たち","こたち","2","3256","2,1","children","","2162830"
"思惑","思[おも]惑[わく]","おもわく","1","5322","0,2","expectation,anticipation,prediction,forecast,calculations,purpose,intention,motive,ulterior motive,others' opinions of one,speculation","","1309630"
"どおり","どおり","どおり","1","2816","3","in accordance with,following,roughly,about,Street,Avenue","","1432930"
"調子","調[ちょう]子[し]","ちょうし","1","1008","0","tune,tone,key,pitch,time,rhythm,vein,mood,way,manner,style,knack,condition,state of health,shape,impetus,spur of the moment,strain,trend","","1429170"
"毛布","毛[もう]布[ふ]","もうふ","1","7354","1","blanket","","1533950"
"油断大敵","油[ゆ]断[だん]大[たい]敵[てき]","ゆだんたいてき","1","33691","0","don't let your guard down,carelessness is the great enemy,danger comes soonest when it is despised","","1538700"
"そりゃ","そりゃ","そりゃ","1","472","0,1","very,extremely,that is","","2134680"
"注目の的","注[ちゅう]目[もく]の的[まと]","ちゅうもくのまと","1","27244","","centre of attention,center of attention","","2726170"
"かあさん","かあさん","かあさん","1","33831","1","mother,wife","","1609470"
"じゃのめ","じゃのめ","じゃのめ","1","141979","0","bull's-eye (pattern),double ring (pattern),umbrella with bull's-eye pattern","","1323360"
"むかう","むかう","むかう","1","18718","0","to face,to go towards,to head towards","","1604800"
"よいしょ","よいしょ","よいしょ","1","1673","1","huff!,yo-heave-ho!,heigh-ho,yoisho! (word shouted by the spectators during a yokozuna's ritual stomps),yoisho (filler word in folk music, etc.),flattery,buttering up (someone),sucking up to","","2055540"
"成績","成[せい]績[せき]","せいせき","1","3020","0","results,record,grades,marks","","1375760"
"いいところ","いいところ","いいところ","1","2712","","good thing,strong point,good family,prestigious school,the right moment,utter,extreme,at (the) best,at most","","2158990"
"とうとう","とうとう","とうとう","1","2503","1","finally,at last,in the end,ultimately","","1449890"
"仕事ぶり","仕[し]事[ごと]ぶり","しごとぶり","1","17028","0","the way one works,one's working manner","","2207590"
"刃","刃[は]","は","1","3886","1,0","edge (of a knife or sword),blade,prong (of an electrical plug)","","1369820"
"よれ","よれ","よれ","1","48930","","wrinkle (in paper),crease,wear","","2859815"
"その他いろいろ","その他[ほか]いろいろ","そのほかいろいろ","1","69011","","and various other things,and many other things,and more,and what not,and all that","","2847239"
"夢のまた夢","夢[ゆめ]のまた夢[ゆめ]","ゆめのまたゆめ","1","23646","","dream within a dream,(beyond) one's wildest dreams,entirely unrealizable dream,pie in the sky","","2130810"
"選び","選[えら]び","えらび","1","9505","","choosing,selecting,deciding (on)","","2785990"
