"Word","ReadingFurigana","ReadingKana","Occurences","ReadingFrequency","PitchPositions","Definitions","ExampleSentence","JmDictWordId"
"気","気[き]","き","1","245","0","spirit,mind,heart,nature,disposition,intention,mind,will,motivation,mood,feelings,consciousness,care,attention,consideration,worry,interest,(the) air,atmosphere,ambience,atmosphere (of),air (of),mood,fragrance,aroma,flavour,taste,qi (in traditional Chinese philosophy and medicine),chi,ki","","1221520"
"我が","我[わ]が","わが","1","1529","1","my,our,one's own","","1606620"
"愛でる","愛[め]でる","めでる","1","12147","2","to love,to cherish,to admire,to appreciate","","1150480"
"不埒","不[ふ]埒[らち]","ふらち","1","19126","1,0","lawless,outrageous,insolent,rude,inexcusable,unpardonable","","1495490"
"一切","一[いっ]切[さい]","いっさい","1","1328","1","all,everything,entirety,the whole,absolutely (not),(not) at all,(none) whatsoever,without exception","","1164170"
"同士","同[どう]士[し]","どうし","1","1220","1","fellow,mutual,companion,comrade","","1452400"
"無邪気","無[む]邪[じゃ]気[き]","むじゃき","1","4743","1","innocent,simple-minded","","1530080"
"くんずほぐれつ","くんずほぐれつ","くんずほぐれつ","1","48849","","locked in a grapple","","2169430"
"見せる","見[み]せる","みせる","1","219","2","to show,to display,to make (something or someone) look ...,to present an appearance of ...,to make (something) worth watching,to be entertaining,to have (something) looked at (by a specialist),to have (an antique, etc.) appraised,to have (an injury, person, etc.) looked at (by a doctor),to take (someone) to a doctor,to make a show of (doing),to do in a conspicuous manner,to do in view of others,to resolve to do,to do at any cost,to show others that one will ...","","1259210"
"膝枕","膝[ひざ]枕[まくら]","ひざまくら","1","15046","3","laying one's head in someone's lap,using someone's lap for a pillow","","1721940"
"なでる","なでる","なでる","1","8586","2","to stroke,to caress,to brush gently,to pat,to rub,to comb (hair),to smooth down","","1498290"
"あなた","あなた","あなた","1","117","2,1","you,dear,honey","","1223615"
"汚れ","汚[よご]れ","よごれ","1","5272","3,0","dirt,filth,stain,blot,spot","","1612200"
"知る","知[し]る","しる","1","67","0","to know,to be aware (of),to be conscious (of),to learn (of),to find out,to discover,to sense,to feel,to notice,to realize,to understand,to comprehend,to grasp,to appreciate,to remember,to be familiar with,to be acquainted with,to experience,to go through,to know (e.g. hardship),to get acquainted with (a person),to get to know,to have to do with,to be concerned with,to be one's concern,to be one's responsibility","","1420470"
"幼い","幼[おさな]い","おさない","1","2661","4","very young,little,childish,immature","","1545110"
"少女","少[しょう]女[じょ]","しょうじょ","1","1485","1","girl (usu. between 7 and 17),young lady,female between 17 and 20 years old (ritsuryō period)","","1580290"
"やめる","やめる","やめる","1","132","0","to resign,to retire,to quit,to leave (one's job, etc.)","","1318950"
"特に","特[とく]に","とくに","1","598","1","particularly,especially,in particular,expressly","","1454670"
"薄い","薄[うす]い","うすい","1","1782","0,2","thin (of an object),pale,light,faint,watery,thin,diluted,weak (taste, etc.),little (affection, etc.),not much (of a presence),slim (probability, etc.),small,sparse,patchy,scattered","","1475480"
"母性","母[ぼ]性[せい]","ぼせい","1","19771","0,1","motherhood,maternity","","1515130"
"象徴","象[しょう]徴[ちょう]","しょうちょう","1","4742","0","symbol (of something abstract),emblem,(symbolic) representation","","1351900"
"泣きべそをかく","泣[な]きべそをかく","なきべそをかく","1","47871","","to be about to cry,to be close to tears,to whimper","","2853899"
"つつ","つつ","つつ","1","1308","","while,even though,despite","","1008120"
"みたい","みたい","みたい","1","98","","-like,sort of,similar to,resembling","","2016410"
"必死","必[ひっ]死[し]","ひっし","1","908","0","frantic,frenetic,desperate,inevitable death,brinkmate (inevitable checkmate)","","1601890"
"最高","最[さい]高[こう]","さいこう","1","634","0","best,supreme,wonderful,finest,highest,maximum,most,uppermost,supreme","","1293850"
"死にそう","死[し]にそう","しにそう","1","6759","","at the point of death,almost dead,about to die,at some limit (pain, hunger, etc.)","","2127500"
"震える","震[ふる]える","ふるえる","1","1517","0","to shiver,to shake,to quake,to tremble,to quaver,to quiver","","1366310"
"怯える","怯[おび]える","おびえる","1","3884","0,3","to become frightened,to be frightened (of),to be scared (of)","","1236630"
"体","体[からだ]","からだ","1","318","1","body,torso,trunk,build,physique,frame,figure,health,constitution","","1409140"
"震え","震[ふる]え","ふるえ","1","20181","0","shivering,trembling","","1366300"
"可視化","可[か]視[し]化[か]","かしか","1","35152","0","visualization (of data, results, etc.),visualisation,making visible (something that was previously unseen),recording (a police interrogation)","","1190830"
"ほど","ほど","ほど","1","194","0,2","extent,degree,measure,limit,bounds,(span of) time,(a) distance,the state of,the status of,the condition of,about,around,approximately,or so,as much as ...,to the extent of ...,like ...,the more ... the more ...","","1436510"
"突然","突[とつ]然[ぜん]","とつぜん","1","607","0","abrupt,sudden,unexpected","","1457040"
"ですが","ですが","ですが","1","2567","1","but,however,(and) yet,nevertheless,still,for all that","","2850805"
"説明","説[せつ]明[めい]","せつめい","1","533","0","explanation,exposition,description,account,caption,legend","","1386460"
"術者","術[じゅつ]者[しゃ]","じゅつしゃ","1","20160","1","practitioner (of medicine, sorcery, fortune telling, etc.)","","2060120"
"受ける","受[う]ける","うける","1","313","2","to receive,to get,to catch (e.g. a ball),to be struck by (wind, waves, sunlight, etc.),to sustain (damage),to incur (a loss),to suffer (an injury),to feel (influence),to undergo (e.g. surgery),to take (a test),to accept (a challenge),to be given (e.g. life, talent),to find funny,to find humorous,to be amused (by),to follow,to succeed,to be descended from,to face (south, etc.),to be modified by,to obtain (a pawned item, etc.) by paying a fee,to be well-received,to become popular,to go down well","","1329590"
"起こる","起[お]こる","おこる","1","762","2","to occur,to happen","","1223680"
"現象","現[げん]象[しょう]","げんしょう","1","4180","0","phenomenon","","1263750"
"魔術師","魔[ま]術[じゅつ]師[し]","まじゅつし","1","14135","3","magician,conjurer","","1524140"
"なんと","なんと","なんと","1","958","1","what,how,what (a) ...!,how ...!,surprisingly,to my amazement,believe it or not,why, ...!,oh my,wow,well, ...,so, ...","","1188410"
"約","約[やく]","やく","1","2710","1","approximately,about,promise,appointment,engagement,shortening,reduction,simplification,contraction (in phonetics)","","1538100"
"倍","倍[ばい]","ばい","1","2194","0,1","double,twice (as much),times (as much),-fold,1-nth,1 to n,1 in n","","1473230"
"身体能力","身[しん]体[たい]能[のう]力[りょく]","しんたいのうりょく","1","10585","5","physical ability","","2645340"
"しかし","しかし","しかし","1","211","2","however,but","","1505990"
"はず","はず","はず","1","261","0","should (be),bound (to be),expected (to be),must (be),nock (of a bow),nock (of an arrow),nock-shaped grip (between thumb and forefinger),wooden frame on the tip of the mast of a Japanese ship that prevents the hawser from falling out","","1476430"
"ちょっとした","ちょっとした","ちょっとした","1","2070","1,0","slight,minor,trifling,trivial,petty,considerable,proper,decent,respectable,quite (a)","","2008930"
"さまざま","さまざま","さまざま","1","4720","2,3","various,varied,diverse,all sorts of","","1593830"
"生物","生[せい]物[ぶつ]","せいぶつ","1","3804","2","living thing,organism,creature,life,biology","","1379430"
"中","中[なか]","なか","1","91","1","inside,interior,among,within,middle,center,centre,during,while,middle,midst,amid,interval,gap,mean,average,second (of three, e.g. sons, volumes),middle,medium grade,medium quality,red-light district","","1423310"
"言える","言[い]える","いえる","1","298","0","to be possible to say,to be able to say,said,have said","","1008860"
"もの","もの","もの","1","61","0,2","thing,object,article,stuff,substance,one's things,possessions,property,belongings,things,something,anything,everything,nothing,quality,reason,the way of things,used to emphasize emotion, judgment, etc.,used to indicate a common occurrence in the past (after a verb in past tense),used to indicate a general tendency,used to indicate something that should happen,item classified as ...,item related to ...,work in the genre of ...,cause of ...,cause for ...,somehow,somewhat,for some reason,really,truly","","1502390"
"万物","万[ばん]物[ぶつ]","ばんぶつ","1","20912","1","all things,all creation","","1584560"
"頂点","頂[ちょう]点[てん]","ちょうてん","1","5100","1","vertex,apex,top (e.g. of a mountain),summit,peak,top (of a profession, field, etc.),summit,peak (of popularity, a boom, etc.),height (e.g. of prosperity),apex,zenith,climax","","1430240"
"最弱","最[さい]弱[じゃく]","さいじゃく","1","26922","","weakest","","2607540"
"平均","平[へい]均[きん]","へいきん","1","8169","0","average,mean,balance,equilibrium","","1583870"
"得る","得[え]る","える","1","882","1","to get,to earn,to acquire,to procure,to gain,to secure,to attain,to obtain,to win,to understand,to comprehend,to receive something undesirable (e.g. a punishment),to get (ill),to be able to ..., can ...","","1588760"
"まだ","まだ","まだ","1","76","1","still,as yet,only,(not) yet,more,(more) still,at least,comparatively,relatively,unfinished,incomplete,not yet done","","1527110"
"成長期","成[せい]長[ちょう]期[き]","せいちょうき","1","19877","3","growth period,growing season","","1939990"
"うわーん","うわーん","うわーん","1","12917","","boohoo,boo hoo,waa waa","","2847576"
"貧乳","貧[ひん]乳[にゅう]","ひんにゅう","1","25727","0","tiny breasts","","2125640"
"またぐ","またぐ","またぐ","1","15382","2","to step over,to step across,to stride over,to stride across,to cross,to stretch over,to span,to bridge,to saddle,to straddle","","1267830"
"通る","通[とお]る","とおる","1","804","1","to go by,to go past,to go along,to travel along,to pass through,to use (a road),to take (a route),to go via,to go by way of,to run (between; of a rail service, bus route, etc.),to operate (between),to connect,to go indoors,to go into a room,to be admitted,to be shown in,to be ushered in,to come in,to penetrate,to pierce,to skewer,to go through,to come through,to permeate,to soak into,to spread throughout,to carry (e.g. of a voice),to reach far,to be passed on (e.g. of a customer's order to the kitchen),to be relayed,to be conveyed,to pass (a test, a bill in the House, etc.),to be approved,to be accepted,to go by (a name),to be known as,to be accepted as,to have a reputation for,to be coherent,to be logical,to be reasonable,to be comprehensible,to be understandable,to make sense,to get across (e.g. of one's point),to be understood,to pass for,to come across as,to seem like,to be straight (e.g. wood grain),to be well-informed,to be wise,to do ... completely,to do ... thoroughly","","1433030"
"魔導士","魔[ま]導[どう]士[し]","まどうし","1","45723","","sorcerer,wizard,mage","","2110520"
"向く","向[む]く","むく","1","2887","0","to turn toward,to look (up, down, etc.),to face (e.g. east) (of a building, window, etc.),to look out on,to front (on),to point (of an arrow, compass needle, etc.),to be suited to,to be fit for,to go towards,to turn to (of one's interests, feelings, etc.),to be inclined (to do)","","1277080"
"好き","好[す]き","すき","1","147","2","liking,being fond of,to one's liking,to one's taste,preferred,favourite,liking (romantically),being in love with,beloved,faddism,eccentricity,as one likes,as it suits one,lecherous,lustful,salacious","","1277450"
"ってば","ってば","ってば","1","1839","","speaking of,(I told you) already,come on","","2130420"
"頑張って","頑[がん]張[ば]って","がんばって","1","1177","","do your best,go for it,hang in there,keep at it","","1949660"
"たまに","たまに","たまに","1","761","","occasionally,once in a while,now and then","","1634500"
"遊びに来る","遊[あそ]びに来[く]る","あそびにくる","1","3320","","to come and stay,to drop in,to visit","","2399860"
"出る","出[で]る","でる","1","81","1","to leave,to exit,to go out,to come out,to get out,to leave (on a journey),to depart,to start out,to set out,to move forward,to come to,to get to,to lead to,to reach,to appear,to come out,to emerge,to surface,to come forth,to turn up,to be found,to be detected,to be discovered,to be exposed,to show,to be exhibited,to be on display,to appear (in print),to be published,to be announced,to be issued,to be listed,to come out,to attend,to participate,to take part,to enter (an event),to play in,to perform,to be stated,to be expressed,to come up,to be brought up,to be raised,to sell,to exceed,to go over,to stick out,to protrude,to break out,to occur,to start,to originate,to be produced,to come from,to be derived from,to be given,to get,to receive,to be offered,to be provided,to be presented,to be submitted,to be handed in,to be turned in,to be paid,to answer (phone, door, etc.),to get,to assume (an attitude),to act,to behave,to pick up (speed, etc.),to gain,to flow (e.g. tears),to run,to bleed,to graduate,to ejaculate,to cum","","1338240"
"やらかす","やらかす","やらかす","1","4857","0,3","to do (something negative),to make (a blunder),to commit (an error),to screw up,to eat (up),to drink","","2009980"
"減る","減[へ]る","へる","1","1169","0","to decrease (in size or number),to diminish,to abate","","1263120"
"それよりも","それよりも","それよりも","1","2497","","(more) than that,more importantly,rather than that,instead (of that)","","2857052"
"方々","方[ほう]々[ぼう]","ほうぼう","1","21334","1","here and there,this way and that way,everywhere,all over","","1584105"
"放置","放[ほう]置[ち]","ほうち","1","3129","0,1","leaving as is,leaving alone,leaving unattended,neglecting,abandoning","","1516780"
"わかんない","わかんない","わかんない","1","3617","","not understanding,not knowing","","2158960"
"あんな","あんな","あんな","1","236","0","that sort of,that kind of,like that,such,so","","1000590"
"小さい","小[ちい]さい","ちいさい","1","619","3","small,little,tiny,slight,below average (in degree, amount, etc.),minor,small,low (e.g. sound),soft (e.g. voice),unimportant,petty,insignificant,trifling,trivial,young,juvenile","","1347750"
"国営","国[こく]営[えい]","こくえい","1","47556","0","government management,state management","","1286120"
"その分","その分[ぶん]","そのぶん","1","3300","3","to that extent,accordingly,that being the case,because of that,this means that ...,respectively,conversely,that state,that condition","","2215290"
"学費","学[がく]費[ひ]","がくひ","1","13502","0","tuition,school expenses","","1207060"
"無料","無[む]料[りょう]","むりょう","1","5827","0,1","free (of charge),gratuitous","","1531040"
"学生寮","学[がく]生[せい]寮[りょう]","がくせいりょう","1","32770","3","student accommodation,student dormitory","","1206930"
"入寮","入[にゅう]寮[りょう]","にゅうりょう","1","53645","0","moving into a dormitory","","2835276"
"部屋","部屋[へや]","へや","1","276","2","room,chamber,apartment,flat,pad,stable","","1499320"
"皆さん","皆[みな]さん","みなさん","1","605","2","all,everyone,everybody","","1202170"
"お願い","お願[ねが]い","おねがい","1","430","0","request,favour (to ask),wish,please","","2036870"
"しま","しま","しま","1","6020","2","island,one's territory (of a sex worker, organized crime gang, etc.),one's turf","","1446760"
"やっと","やっと","やっと","1","494","0,3","at last,finally,barely,narrowly,just,by the skin of one's teeth","","1012800"
"着く","着[つ]く","つく","1","833","1,2","to arrive at,to reach,to sit on,to sit at (e.g. the table)","","1422970"
"王宮","王[おう]宮[きゅう]","おうきゅう","1","18050","0","royal palace","","1181460"
"より","より","より","1","96","0","than,rather than,instead of,over,above,from,out of,since,at,on (and after),except,but,other than,more","","1013190"
"小さめ","小[ちい]さめ","ちいさめ","1","17707","0","smallish,on the small side","","2086650"
"誰","誰[だれ]","だれ","1","128","1","who","","1416830"
"初めて","初[はじ]めて","はじめて","1","254","2","for the first time,only after ... is it ...,only when ... do you ...,not until ... do you ...,first time,(one's) first","","1342550"
"誰だって","誰[だれ]だって","だれだって","1","6360","","anyone,anybody,everyone,everybody,whoever","","2827632"
"お部屋","お部屋[へや]","おへや","1","3768","0","room,apartment,flat","","2453580"
"空く","空[あ]く","あく","1","1571","0","to open (e.g. doors),to open (e.g. business, etc.),to be empty,to be vacant,to be available,to be free,to be open (e.g. neckline, etc.),to have been opened (of one's eyes, mouth, etc.),to come to an end,to open (one's eyes, mouth, etc.),to have a hole,to form a gap,to have an interval (between events)","","1586270"
"１泊","１[いっ]泊[ぱく]","いっぱく","1","24151","0","(staying) one night,overnight stay,overnight rental,per-night rental","","1165700"
"銀貨","銀[ぎん]貨[か]","ぎんか","1","28034","1","silver coin","","1243450"
"食事","食[しょく]事[じ]","しょくじ","1","945","0","meal (e.g. lunch, dinner),diet","","1358490"
"別料金","別[べつ]料[りょう]金[きん]","べつりょうきん","1","48310","","extra cost,extra charge","","2539880"
"洗面器","洗[せん]面[めん]器[き]","せんめんき","1","31651","3","wash basin,wash bowl (incl. portable bowl in a public bath)","","1391060"
"１杯","１[いっ]杯[ぱい]","いっぱい","1","7946","1,0","one cup (of),one glass (of),one bowl (of),cupful,glassful,bowlful,spoonful,one drink (of alcohol),full,filled (with),brimming (with),crowded,packed,fully,to capacity,to the maximum,as much as possible,a lot,much,many,all of ...,the entire ...,one (squid, octopus, crab, etc.),one (boat)","","1165670"
"銅貨","銅[どう]貨[か]","どうか","1","35315","1,0","copper coin","","1454350"
"水","水[みず]","みず","1","567","0","water (esp. cool or cold),fluid (esp. in an animal tissue),liquid,flood,floodwaters,water offered to wrestlers just prior to a bout,break granted to wrestlers engaged in a prolonged bout","","1371260"
"自前","自[じ]前[まえ]","じまえ","1","16165","0","paying one's own expenses,going into business for oneself,working independently,person who earns their own living","","1318080"
"用意","用[よう]意[い]","ようい","1","537","1","preparation,arrangements,provision,getting ready,laying out (e.g. a meal)","","1546220"
"よる","よる","よる","1","928","0","to be due to,to be caused by,to depend on,to turn on,to be based on,to come from,to be based at (a location, an organization),to be headquartered at","","1168660"
"たり","たり","たり","1","1584","","-ing and -ing (e.g. ""coming and going""),doing such things as ...,expresses a command,to be,indicates completion or continuation of an action","","2029060"
"正解","正[せい]解[かい]","せいかい","1","1523","0","correct answer,right solution,correct interpretation,right decision,right choice,appropriate judgement","","1376740"
"国","国[くに]","くに","1","868","0","country,state,region,national government,central government,home (i.e. hometown, home country),province (of Japan),land,earth","","1592250"
"養成","養[よう]成[せい]","ようせい","1","26743","0","training,education,development,cultivation","","1547190"
"入学式","入[にゅう]学[がく]式[しき]","にゅうがくしき","1","12447","4","school entrance ceremony","","1465910"
"お世話になる","お世[せ]話[わ]になる","おせわになる","1","1334","","to receive favor,to receive assistance,to receive help,to be looked after,to be taken care of,to become dependent (on),to become much obliged (to someone),to become indebted","","1002260"
"看板娘","看[かん]板[ばん]娘[むすめ]","かんばんむすめ","1","27532","5","pretty girl who attracts customers to come inside a shop","","1214020"
"頑張る","頑[がん]張[ば]る","がんばる","1","343","3","to persevere,to persist,to keep at it,to hang on,to hold out,to do one's best,to insist that,to stick to (one's opinion),to remain in a place,to stick to one's post,to refuse to budge","","1217700"
"有名","有[ゆう]名[めい]","ゆうめい","1","1217","0","famous,well-known","","1541620"
"ひいきにする","ひいきにする","ひいきにする","1","42105","","to favor,to favour,to show favor to,to show favour to,to be partial to,to be a regular customer of","","1573210"
"派手","派[は]手[で]","はで","1","1790","2","showy,loud,flashy,gaudy","","1471140"
"あれれ","あれれ","あれれ","1","10096","1","tsk tsk,oh-oh,huh,what's that?","","2864614"
"目指す","目[め]指[ざ]す","めざす","1","1004","2","to aim at (for, to do, to become),to try for,to have an eye on,to go toward,to head for","","1535440"
"ただ","ただ","ただ","1","126","1","ordinary,common,usual,free of charge,unaffected,as is,safe,only,merely,just,simply,but,however,nevertheless","","1538900"
"１つ","１[ひと]つ","ひとつ","1","1128","2","one,for one thing,only,(not) even,just (e.g. ""just try it""),some kind of,one type of","","1160820"
"ごく","ごく","ごく","1","3580","1","quite,very,10^48,quindecillion","","1240180"
"なんてことない","なんてことない","なんてことない","1","14033","","ordinary,nothing special,nothing to exclaim over","","2845797"
"さぁ","さぁ","さぁ","1","2035","1","come (on),come now,come along,here,all right,right,okay,now,here goes,well,hmm,uh,let's see,I'm not sure,here,now,there (we go),ah,oh,about that, ...,actually, ...","","1005110"
"新天地","新[しん]天[てん]地[ち]","しんてんち","1","27094","3","new land,new world,new sphere of activity","","2755970"
"やり直し","やり直[なお]し","やりなおし","1","7601","0","redoing,doing over again","","1605610"
"今度","今[こん]度[ど]","こんど","1","205","1","this time,now,next time,another time,shortly,soon,recently,lately,the other day","","1289370"
"つかむ","つかむ","つかむ","1","1437","2","to seize,to catch,to grasp,to grip,to grab,to clutch,to hold,to catch hold of,to lay one's hands on,to obtain,to acquire,to get,to win,to capture,to understand,to grasp,to comprehend","","1433650"
"いく","いく","いく","1","209","0","to go,to move (towards),to head (towards),to leave (for),to move through,to travel across,to walk along (e.g. a road),to go (well, badly, etc.),to proceed,to turn out,to get along,to do (in a particular way),to go (with; a choice),to try,to pass (of time, seasons, etc.),to go by,to stream,to flow,to die,to pass away,to reach (a stage, extent, age, etc.),to get to,to go (so far as ...),to reach (of information, instructions, wind, etc.),to arrive,to continue ...,to go on ...,to (progress) steadily,to gradually ...,to progressively ...,to have an orgasm,to come,to cum,to trip,to get high,to have a drug-induced hallucination","","1578850"
"まずは","まずは","まずは","1","653","1","first of all,to begin with,before anything else,probably,most likely,almost certainly,virtually,more or less (satisfactory),on the whole,reasonably,anyway,at any rate,for now (at least),for the time being","","2829815"
"絶景","絶[ぜっ]景[けい]","ぜっけい","1","16835","0","superb view,picturesque scenery","","1655930"
"がー","がー","がー","1","4010","","drying one's hair (with a hairdryer)","","2864627"
"大変","大[たい]変[へん]","たいへん","1","255","0","very,greatly,terribly,awfully,immense,enormous,great,serious,grave,dreadful,terrible,difficult,hard,challenging,major incident,disaster","","1415000"
"なんちゃって","なんちゃって","なんちゃって","1","10478","0","just kidding,not!,ersatz,imitation,phony,pretend,fake,faux","","2202800"
"観光","観[かん]光[こう]","かんこう","1","7154","0","sightseeing,tourism","","1214840"
"済ませる","済[す]ませる","すませる","1","2967","3","to finish,to make an end of,to get through with,to let end,to make do (with),to manage (with),to resolve,to settle,to bring to a conclusion","","1295040"
"そっか","そっか","そっか","1","637","","oh,right,I see,OK,gotcha","","2853750"
"どうりで","どうりで","どうりで","1","7382","3,1","indeed,it's no wonder","","1454270"
"落ち着いた","落[お]ち着[つ]いた","おちついた","1","3468","","calm,composed,cool,settled,fixed,established,unobtrusive,quiet,subdued,low-key (color)","","1548580"
"ほとんど","ほとんど","ほとんど","1","753","2","almost,nearly,mostly,practically,virtually,basically,just about,all but,hardly,barely,scarcely,little,large majority,large proportion,greater part,most (of),almost all (of)","","1522050"
"うーん","うーん","うーん","1","342","0,2","um,er,well,nuh-uh,no,oof","","2002400"
"もしや","もしや","もしや","1","3773","1","perhaps,possibly,by some chance,by some possibility","","2174250"
"少子化","少[しょう]子[し]化[か]","しょうしか","1","38132","0","declining birth rate,decline in the number of children,sub-replacement fertility","","2011350"
"危ない","危[あぶ]ない","あぶない","1","478","0,3","dangerous,risky,hazardous,perilous,precarious,in danger,in jeopardy,critical,grave,at risk,uncertain,unreliable,insecure,unsteady,doubtful,close (call),narrow (escape),look out!,watch out!,be careful!","","1218380"
"兄","兄[あに]","あに","1","1608","1","older brother,elder brother,brother-in-law (spouse's older brother or older sister's husband)","","1249900"
"お姉","お姉[ねえ]","おねえ","1","6657","2","elder sister,effeminate man","","2706170"
"うん気","うん気[き]","うんき","1","37637","1","heat,warmth,sultriness","","2006020"
"遣う","遣[つか]う","つかう","1","12429","0","to use (a tool, method, etc.),to make use of,to put to use,to use (a person, animal, puppet, etc.),to employ,to handle,to manage,to manipulate,to use (time, money, etc.),to spend,to consume,to use (language),to speak","","1305990"
"訳","訳[わけ]","わけ","1","1853","1,2","reason,cause,grounds,meaning,sense,(good) sense,reason,circumstances,case,(romantic) relationship,love affair","","1538330"
"迷子になる","迷子[まいご]になる","まいごになる","1","6749","","to get lost,to become lost,to go astray","","2759930"
"気にする","気[き]にする","きにする","1","701","","to mind (negative nuance),to care about,to worry,to pay undue (amount of) attention to (something)","","1221680"
"それはそれとして","それはそれとして","それはそれとして","1","11466","","putting that aside,that said,apart from that,anyway,be that as it may","","2839953"
"こう","こう","こう","1","222","0,1","in this way,like this,so,thus,this (much),so,uh,er,mm,well","","1004310"
"実年齢","実[じつ]年[ねん]齢[れい]","じつねんれい","1","29768","","actual age,true age","","2595900"
"今すぐ","今[いま]すぐ","いますぐ","1","1063","","at once,immediately,right now","","2026850"
"引き返す","引[ひ]き返[かえ]す","ひきかえす","1","3899","3","to turn back,to go back,to come back,to return,to retrace one's steps","","1169140"
"のこのこ","のこのこ","のこのこ","1","11816","1","unconcernedly,nonchalantly,shamelessly,brazenly","","1009920"
"足を踏み入れる","足[あし]を踏[ふ]み入[い]れる","あしをふみいれる","1","5124","","to set foot into,to enter,to step inside,to cross the threshold","","2831426"
"ものなら","ものなら","ものなら","1","6408","","if I (we, etc.) could,if one were to ... then ... (an unpleasant thing would happen)","","2026670"
"骨","骨[ほね]","ほね","1","2495","0,2","bone,frame,outline,core,backbone,spirit,fortitude,laborious,troublesome,difficult","","1288550"
"しゃぶる","しゃぶる","しゃぶる","1","10892","0","to suck,to lick","","1005670"
"ほう","ほう","ほう","1","350","1","direction,way,side,area (in a particular direction),side (of an argument, etc.),one's part,type,category,field (of study, etc.),indicates one side of a comparison,way,method,manner,means,length (of each side of a square)","","1516930"
"確か","確[たし]か","たしか","1","269","1","sure,certain,positive,definite,reliable,trustworthy,safe,sound,firm,accurate,correct,exact,If I'm not mistaken,If I remember correctly,If I remember rightly","","1596930"
"とにかく","とにかく","とにかく","1","349","1","anyway,anyhow,at any rate,in any case,at least,just,setting aside ...,regardless of ...,really,truly,certainly,definitely,undeniably","","1443990"
"近づく","近[ちか]づく","ちかづく","1","686","3","to approach,to draw near,to get close,to get acquainted with,to get closer to,to get to know","","1242170"
"なんという","なんという","なんという","1","3772","1","how (beautiful, etc.),what a ...,nothing worth mentioning,nothing special,of what name","","1188450"
"絵に描いたよう","絵[え]に描[か]いたよう","えにかいたよう","1","16564","","the very picture of ...","","2100540"
"暗黒街","暗[あん]黒[こく]街[がい]","あんこくがい","1","68089","4","the underworld","","1684200"
"考え事","考[かんが]え事[ごと]","かんがえごと","1","5981","0,6,5","something to think about,one's thoughts,concern,worry,thinking about something,being absorbed in one's thoughts","","1281040"
"間違える","間[ま]違[ちが]える","まちがえる","1","1125","3,4","to make a mistake (in),to commit an error,to get wrong,to do incorrectly,to mistake (one thing for another),to confuse","","1215330"
"別に","別[べつ]に","べつに","1","306","3,0","(not) particularly,(not) especially,(not) specially,separately,apart,additionally,extra","","1509480"
"見知らぬ","見[み]知[し]らぬ","みしらぬ","1","5610","0","strange,unfamiliar,unknown","","1259860"
"知ったことじゃない","知[し]ったことじゃない","しったことじゃない","1","24622","","that's not my concern,that's none of my business,that's not on me","","2868389"
"見て見ぬ振り","見[み]て見[み]ぬ振[ふ]り","みてみぬふり","1","35835","","pretending not to see (something),turning a blind eye (to),closing one's eyes (to),looking the other way","","1715760"
"寝覚めが悪い","寝[ね]覚[ざ]めが悪[わる]い","ねざめがわるい","1","29596","","to have an uneasy conscience","","2126210"
"まごうことなき","まごうことなき","まごうことなき","1","36242","","unmistakable,unquestionable,certain,evident","","2690580"
"概念","概[がい]念[ねん]","がいねん","1","6271","1","general idea,concept,notion","","1204480"
"存在","存[そん]在[ざい]","そんざい","1","501","0","existence,being,presence","","1406150"
"おちょくる","おちょくる","おちょくる","1","19873","3","to tease,to banter,to make fun of (someone)","","2056890"
"気がする","気[き]がする","きがする","1","485","","to feel (as if),to have a feeling (that),to have a hunch (that),to get a sense (that),to feel like doing,to want to do","","1221540"
"つもり","つもり","つもり","1","183","0","intention,plan,purpose,expectation,belief,assumption,thought,conviction,estimate,estimation,calculation","","1382980"
"掛ける","掛[か]ける","かける","1","1586","2","to hang up (e.g. a coat, a picture on the wall),to let hang,to suspend (from),to hoist (e.g. sail),to raise (e.g. flag),to put on (e.g. a blanket),to put on top of,to cover,to lay,to spread,to put on (glasses, etc.),to wear (a necklace, etc.),to make (a call),to spend (time, money),to expend,to use,to pour (liquid) onto,to sprinkle (powder or spices) onto,to splash,to throw (e.g. water) onto,to turn on (an engine, radio, etc.),to set (a dial, alarm clock, etc.),to put on (a DVD, song, etc.),to use (a device, implement, etc.),to cause (someone inconvenience, trouble, etc.),to burden (someone),to impose,to multiply (arithmetic operation),to secure (e.g. lock),to take a seat,to sit,to rest (something on something else),to support (something on something else),to bind,to wager,to bet,to risk,to stake,to gamble,to put an effect (spell, anaesthetic, etc.) on,to hold (a play, festival, etc.),to hold an emotion for (pity, hope, etc.),to argue (in court),to deliberate (in a meeting),to present (e.g. idea to a conference, etc.),to increase further,to catch (in a trap, etc.),to set atop,to erect (a makeshift building),to apply (insurance),to pun (on a word),to use (a word) as a pivot word,to play on words,to be partway doing ...,to begin (but not complete) ...,to be about to ...,to address (someone),to direct (something, to someone),to do (something, to someone)","","1207610"
"笑う","笑[わら]う","わらう","1","321","0","to laugh,to smile,to sneer,to ridicule,to be dumbfounded,to be flabbergasted","","1351360"
"ぶ","ぶ","ぶ","1","2314","1,0","department (in an organization, company, etc.),division,bureau,faculty,club (at a school, university, etc.),team,part,portion,region,area,category,class,division,section,heading,counter for copies of a newspaper, magazine, book, etc.","","1499290"
